"","TIME","REP_AIRP","UNIT","TRA_MEAS","TRA_COV","AIRCRAFT","Value","Flag.and.Footnotes"
"2498",2008,"DONCASTER SHEFFIELD airport","Tonne","Freight and mail on board","Total transport","Douglas DC-8 - all models",241,NA
"2499",2008,"CAMPBELTOWN airport","Tonne","Freight and mail on board","Total transport","Other de Havilland models",1,NA
"2500",2008,"CARDIFF airport","Tonne","Freight and mail on board","Total transport","Airbus A300 - all models",1,NA
"2501",2008,"CARDIFF airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",2,NA
"2502",2008,"CARDIFF airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",63,NA
"2503",2008,"CARDIFF airport","Tonne","Freight and mail on board","Total transport","Boeing 747 - all models",11,NA
"2504",2008,"CARDIFF airport","Tonne","Freight and mail on board","Total transport","Boeing 757 - all models",11,NA
"2505",2008,"CARDIFF airport","Tonne","Freight and mail on board","Total transport","Boeing 767 - all models",15,NA
"2506",2008,"CARDIFF airport","Tonne","Freight and mail on board","Total transport","Douglas DC-8 - all models",30,NA
"2507",2008,"CARDIFF airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",103,NA
"2508",2008,"BRISTOL airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",6,NA
"2509",2008,"BRISTOL airport","Tonne","Freight and mail on board","Total transport","Other BAe models",24,NA
"2510",2008,"BRISTOL airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",23,NA
"2511",2008,"BRISTOL airport","Tonne","Freight and mail on board","Total transport","Boeing 757 - all models",3,NA
"2512",2008,"BRISTOL airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",62,NA
"2513",2008,"LIVERPOOL airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",85,NA
"2514",2008,"LIVERPOOL airport","Tonne","Freight and mail on board","Total transport","Airbus A300 - all models",21,NA
"2515",2008,"LIVERPOOL airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",6,NA
"2516",2008,"LIVERPOOL airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",124,NA
"2517",2008,"LIVERPOOL airport","Tonne","Freight and mail on board","Total transport","Other BAe models",5,NA
"2518",2008,"LIVERPOOL airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",316,NA
"2519",2008,"LIVERPOOL airport","Tonne","Freight and mail on board","Total transport","Boeing 757 - all models",473,NA
"2520",2008,"LIVERPOOL airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",56,NA
"2521",2008,"LIVERPOOL airport","Tonne","Freight and mail on board","Total transport","Other",5,NA
"2522",2008,"LONDON LUTON airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",382,NA
"2523",2008,"LONDON LUTON airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",329,NA
"2524",2008,"LONDON LUTON airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",29,NA
"2525",2008,"LONDON LUTON airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",78,NA
"2526",2008,"LONDON LUTON airport","Tonne","Freight and mail on board","Total transport","Boeing MD-11",30,NA
"2527",2008,"LONDON LUTON airport","Tonne","Freight and mail on board","Total transport","Douglas DC-8 - all models",7,NA
"2528",2008,"LONDON LUTON airport","Tonne","Freight and mail on board","Total transport","Embraer 135",1,NA
"2529",2008,"LONDON LUTON airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",17,NA
"2530",2008,"LONDON LUTON airport","Tonne","Freight and mail on board","Total transport","Other",2,NA
"2531",2008,"BOURNEMOUTH airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",190,NA
"2532",2008,"BOURNEMOUTH airport","Tonne","Freight and mail on board","Total transport","Britten-Norman BN-2",17,NA
"2533",2008,"BOURNEMOUTH airport","Tonne","Freight and mail on board","Total transport","Other",175,NA
"2534",2008,"SOUTHAMPTON airport","Tonne","Freight and mail on board","Total transport","BAe 146 - all models",1,NA
"2535",2008,"SOUTHAMPTON airport","Tonne","Freight and mail on board","Total transport","Other BAe models",6,NA
"2536",2008,"SOUTHAMPTON airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",3,NA
"2537",2008,"SOUTHAMPTON airport","Tonne","Freight and mail on board","Total transport","Britten-Norman BN-2",29,NA
"2538",2008,"SOUTHAMPTON airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",222,NA
"2539",2008,"SOUTHAMPTON airport","Tonne","Freight and mail on board","Total transport","Embraer 145",1,NA
"2540",2008,"SOUTHAMPTON airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",2,NA
"2541",2008,"LONDON GATWICK airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",1,NA
"2542",2008,"LONDON GATWICK airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",63,NA
"2543",2008,"LONDON GATWICK airport","Tonne","Freight and mail on board","Total transport","Airbus A300 - all models",105,NA
"2544",2008,"LONDON GATWICK airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",541,NA
"2545",2008,"LONDON GATWICK airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",457,NA
"2546",2008,"LONDON GATWICK airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",10,NA
"2547",2008,"LONDON GATWICK airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",11,NA
"2548",2008,"LONDON GATWICK airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 85",66,NA
"2549",2008,"LONDON GATWICK airport","Tonne","Freight and mail on board","Total transport","BAe 146 - all models",192,NA
"2550",2008,"LONDON GATWICK airport","Tonne","Freight and mail on board","Total transport","Boeing MD-11",33,NA
"2551",2008,"LONDON GATWICK airport","Tonne","Freight and mail on board","Total transport","Boeing MD-80",26,NA
"2552",2008,"LONDON GATWICK airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",44,NA
"2553",2008,"LONDON GATWICK airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",140,NA
"2554",2008,"LONDON GATWICK airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",122,NA
"2555",2008,"LONDON GATWICK airport","Tonne","Freight and mail on board","Total transport","Fokker 70",2,NA
"2556",2008,"LONDON GATWICK airport","Tonne","Freight and mail on board","Total transport","Fokker 100",37,NA
"2557",2008,"LONDON GATWICK airport","Tonne","Freight and mail on board","Total transport","Lockheed L-1011 TriStar",16,NA
"2558",2008,"LONDON GATWICK airport","Tonne","Freight and mail on board","Total transport","Tupolev Tu-154",3,NA
"2559",2008,"LONDON GATWICK airport","Tonne","Freight and mail on board","Total transport","Other",75,NA
"2560",2008,"LONDON HEATHROW airport","Tonne","Freight and mail on board","Total transport","Airbus A318 - all models",13,NA
"2561",2008,"LONDON HEATHROW airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",13,NA
"2562",2008,"LONDON HEATHROW airport","Tonne","Freight and mail on board","Total transport","BAe 146 - all models",1,NA
"2563",2008,"LONDON HEATHROW airport","Tonne","Freight and mail on board","Total transport","Boeing MD-87",69,NA
"2564",2008,"LONDON HEATHROW airport","Tonne","Freight and mail on board","Total transport","Boeing MD-90",91,NA
"2565",2008,"LONDON HEATHROW airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",10,NA
"2566",2008,"LONDON HEATHROW airport","Tonne","Freight and mail on board","Total transport","Douglas DC-10 - all models",323,NA
"2567",2008,"LONDON HEATHROW airport","Tonne","Freight and mail on board","Total transport","Embraer 135",3,NA
"2568",2008,"LONDON HEATHROW airport","Tonne","Freight and mail on board","Total transport","Embraer 145",10,NA
"2569",2008,"LONDON HEATHROW airport","Tonne","Freight and mail on board","Total transport","Fokker 70",6,NA
"2570",2008,"LONDON HEATHROW airport","Tonne","Freight and mail on board","Total transport","Fokker 100",110,NA
"2571",2008,"LONDON HEATHROW airport","Tonne","Freight and mail on board","Total transport","Tupolev Tu-154",3,NA
"2572",2008,"LONDON HEATHROW airport","Tonne","Freight and mail on board","Total transport","Other",2,NA
"2573",2008,"SOUTHEND airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",15,NA
"2574",2008,"SOUTHEND airport","Tonne","Freight and mail on board","Total transport","Other",1,NA
"2575",2008,"MANSTON airport","Tonne","Freight and mail on board","Total transport","Airbus A310 - all models",115,NA
"2576",2008,"MANSTON airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",25,NA
"2577",2008,"MANSTON airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",13,NA
"2578",2008,"MANSTON airport","Tonne","Freight and mail on board","Total transport","Boeing 757 - all models",20,NA
"2579",2008,"MANSTON airport","Tonne","Freight and mail on board","Total transport","Boeing MD-11",148,NA
"2580",2008,"MANSTON airport","Tonne","Freight and mail on board","Total transport","Douglas DC-8 - all models",420,NA
"2581",2008,"MANSTON airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",10,NA
"2582",2008,"BLACKPOOL airport","Tonne","Freight and mail on board","Total transport","Other Aerospatiale models",47,NA
"2583",2008,"HUMBERSIDE airport","Tonne","Freight and mail on board","Total transport","Other Aerospatiale models",37,NA
"2584",2008,"HUMBERSIDE airport","Tonne","Freight and mail on board","Total transport","Other",130,NA
"2585",2008,"LEEDS BRADFORD airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",3,NA
"2586",2008,"LEEDS BRADFORD airport","Tonne","Freight and mail on board","Total transport","Airbus A310 - all models",244,NA
"2587",2008,"LEEDS BRADFORD airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",37,NA
"2588",2008,"LEEDS BRADFORD airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",18,NA
"2589",2008,"LEEDS BRADFORD airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",16,NA
"2590",2008,"LEEDS BRADFORD airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",10,NA
"2591",2008,"LEEDS BRADFORD airport","Tonne","Freight and mail on board","Total transport","Embraer 135",5,NA
"2592",2008,"LEEDS BRADFORD airport","Tonne","Freight and mail on board","Total transport","Embraer 145",6,NA
"2593",2008,"NEWCASTLE airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",67,NA
"2594",2008,"NEWCASTLE airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",5,NA
"2595",2008,"NEWCASTLE airport","Tonne","Freight and mail on board","Total transport","Airbus A300 - all models",28,NA
"2596",2008,"NEWCASTLE airport","Tonne","Freight and mail on board","Total transport","Airbus A310 - all models",30,NA
"2597",2008,"NEWCASTLE airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",51,NA
"2598",2008,"NEWCASTLE airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",4,NA
"2599",2008,"NEWCASTLE airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 85",8,NA
"2600",2008,"NEWCASTLE airport","Tonne","Freight and mail on board","Total transport","Other BAe models",24,NA
"2601",2008,"NEWCASTLE airport","Tonne","Freight and mail on board","Total transport","Boeing 757 - all models",1,NA
"2602",2008,"NEWCASTLE airport","Tonne","Freight and mail on board","Total transport","Boeing 767 - all models",44,NA
"2603",2008,"NEWCASTLE airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",1,NA
"2604",2008,"NEWCASTLE airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",4,NA
"2605",2008,"NEWCASTLE airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",7,NA
"2606",2008,"DURHAM TEES VALLEY airport","Tonne","Freight and mail on board","Total transport","BAe 146 - all models",290,NA
"2607",2008,"EAST MIDLANDS airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",509,NA
"2608",2008,"EAST MIDLANDS airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",7,NA
"2609",2008,"EAST MIDLANDS airport","Tonne","Freight and mail on board","Total transport","BAe 146 - all models",401,NA
"2610",2008,"EAST MIDLANDS airport","Tonne","Freight and mail on board","Total transport","Boeing 747 - all models",923,NA
"2611",2008,"EAST MIDLANDS airport","Tonne","Freight and mail on board","Total transport","Douglas DC-10 - all models",403,NA
"2612",2008,"EAST MIDLANDS airport","Tonne","Freight and mail on board","Total transport","Douglas DC-8 - all models",77,NA
"2613",2008,"EAST MIDLANDS airport","Tonne","Freight and mail on board","Total transport","Embraer 145",1,NA
"2614",2008,"EAST MIDLANDS airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",108,NA
"2615",2008,"EAST MIDLANDS airport","Tonne","Freight and mail on board","Total transport","Other Tupolev models",327,NA
"2616",2008,"EAST MIDLANDS airport","Tonne","Freight and mail on board","Total transport","Other",85,NA
"2617",2008,"KIRKWALL airport","Tonne","Freight and mail on board","Total transport","Britten-Norman BN-2",40,NA
"2618",2008,"KIRKWALL airport","Tonne","Freight and mail on board","Total transport","Saab 340",87,NA
"2619",2008,"SUMBURGH airport","Tonne","Freight and mail on board","Total transport","Aerospatiale AS332",1,NA
"2620",2008,"SUMBURGH airport","Tonne","Freight and mail on board","Total transport","Other Aerospatiale models",1,NA
"2621",2008,"SUMBURGH airport","Tonne","Freight and mail on board","Total transport","BAe 146 - all models",8,NA
"2622",2008,"SUMBURGH airport","Tonne","Freight and mail on board","Total transport","Other BAe models",25,NA
"2623",2008,"SUMBURGH airport","Tonne","Freight and mail on board","Total transport","Saab 2000",11,NA
"2624",2008,"SUMBURGH airport","Tonne","Freight and mail on board","Total transport","Saab 340",95,NA
"2625",2008,"SUMBURGH airport","Tonne","Freight and mail on board","Total transport","Other",3,NA
"2626",2008,"WICK airport","Tonne","Freight and mail on board","Total transport","Saab 340",2,NA
"2627",2008,"ABERDEEN/DYCE airport","Tonne","Freight and mail on board","Total transport","Aerospatiale AS332",675,NA
"2628",2008,"ABERDEEN/DYCE airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",1,NA
"2629",2008,"ABERDEEN/DYCE airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",70,NA
